Date,Open,High,Low,Close,Volume,Change
2020-03-11,54300,54400,52000,52100,45707281,-0.045787545787545736
2020-03-12,51000,51900,49300,50800,48149999,-0.0249520153550864
2020-03-13,47450,51600,46850,49950,59462933,-0.0167322834645669
2020-03-16,50100,50900,48800,48900,33339821,-0.02102102102102099
2020-03-17,46900,49650,46700,47300,51218151,-0.03271983640081799
2020-03-18,47750,48350,45600,45600,40152623,-0.03594080338266381
2020-03-19,46400,46650,42300,42950,56925513,-0.058114035087719285
2020-03-20,44150,45500,43550,45400,49730008,0.057043073341094264
2020-03-23,42600,43550,42400,42500,41701626,-0.06387665198237891
2020-03-24,43850,46950,43050,46950,49801908,0.1047058823529412
2020-03-25,48950,49600,47150,48650,52735922,0.03620873269435565
2020-03-26,49000,49300,47700,47800,42185129,-0.0174717368961973
2020-03-27,49600,49700,46850,48300,39896178,0.010460251046025215
2020-03-30,47050,48350,46550,47850,26797395,-0.009316770186335366
2020-03-31,48000,48500,47150,47750,30654261,-0.002089864158829724
2020-04-01,47450,47900,45800,45800,27259532,-0.0408376963350785
2020-04-02,46200,46850,45350,46800,21621076,0.02183406113537112
2020-04-03,47400,47600,46550,47000,22784682,0.004273504273504258
2020-04-06,47500,48800,47250,48700,23395726,0.036170212765957555
2020-04-07,49650,50200,49000,49600,31524034,0.01848049281314168
2020-04-08,49600,49750,48600,48600,25010314,-0.020161290322580627
2020-04-09,49750,49800,48700,49100,22628058,0.010288065843621297
2020-04-10,48950,49250,48650,49250,17839111,0.003054989816700715
2020-04-13,48650,48900,48300,48300,14431800,-0.019289340101522834
2020-04-14,48800,49200,48300,49000,14206216,0.01449275362318847
2020-04-16,49350,49350,48550,49000,23349760,0.0
2020-04-17,50800,52000,50300,51400,32041675,0.048979591836734615
2020-04-20,51400,51400,50000,50100,21866354,-0.02529182879377434
2020-04-21,49400,49700,48700,49250,27407543,-0.01696606786427146
2020-04-22,48700,50000,48350,49850,18613864,0.012182741116751217
2020-04-23,50200,50300,49500,49850,18754442,0.0
2020-04-24,49650,49750,49000,49350,15618347,-0.010030090270812475
2020-04-27,49350,50000,49100,49850,14049471,0.010131712259371817
2020-04-28,49850,50100,49300,50100,16095399,0.005015045135406293
2020-04-29,49900,50500,49600,50000,15604533,-0.001996007984031989
2020-05-04,48900,49100,48500,48500,26083749,-0.030000000000000027
2020-05-06,49000,49200,48500,49200,18070225,0.014432989690721598
2020-05-07,49200,49300,48700,48800,13884411,-0.008130081300813052
2020-05-08,49100,49350,48800,48800,15319700,0.0
2020-05-11,48900,49250,48300,48400,16357743,-0.008196721311475419
2020-05-12,48400,48500,47550,47900,23433590,-0.010330578512396715
2020-05-13,47250,48550,47200,48550,20223277,0.013569937369519725
2020-05-14,47750,48100,47650,48000,19305974,-0.011328527291452062
2020-05-15,48400,48450,47700,47850,18463118,-0.0031250000000000444
2020-05-18,47950,49100,47600,48800,20481981,0.01985370950888199
2020-05-19,50100,50500,49700,50300,25168295,0.03073770491803285
2020-05-20,50000,50200,49800,50000,14896899,-0.005964214711729587
2020-05-21,50300,50400,49850,49950,14949266,-0.0010000000000000009
2020-05-22,49600,49800,48600,48750,19706284,-0.024024024024024038
2020-05-25,48750,48900,48450,48850,14337913,0.002051282051282133
2020-05-26,48700,49450,48600,49250,15127490,0.008188331627430934
2020-05-27,48950,50000,48800,49900,19548479,0.013197969543147225
2020-05-28,51100,51200,49900,50400,31309318,0.01002004008016022
2020-05-29,50000,50700,49700,50700,27596961,0.005952380952380931
2020-06-01,50800,51200,50600,51200,16949183,0.009861932938856066
2020-06-02,51000,51500,50800,51400,14247933,0.00390625
2020-06-03,51800,55000,51700,54500,49257814,0.060311284046692615
2020-06-04,55800,57000,54600,54600,40220334,0.0018348623853210455
2020-06-05,54400,55900,54000,55500,22743629,0.016483516483516425
2020-06-08,56400,56500,54700,54900,25634965,-0.010810810810810811
2020-06-09,55800,56500,54400,55500,23998831,0.010928961748633892
2020-06-10,55100,55900,54900,55400,16742493,-0.0018018018018017834
2020-06-11,54500,55100,53200,54300,33815123,-0.019855595667869985
2020-06-12,52100,52800,51500,52300,26976019,-0.036832412523020275
2020-06-15,51400,52000,49900,49900,28772921,-0.04588910133843216
2020-06-16,51200,52100,50600,52100,21808375,0.044088176352705455
2020-06-17,52100,52900,51300,52200,26672595,0.0019193857965451588
2020-06-18,52200,52300,51600,52300,15982926,0.0019157088122605526
2020-06-19,52600,52900,51600,52900,18157985,0.011472275334607929
2020-06-22,52000,52600,51800,52000,13801350,-0.017013232514177745
2020-06-23,52500,52800,51100,51400,18086152,-0.011538461538461497
2020-06-24,51900,53900,51600,52900,24519552,0.029182879377431803
2020-06-25,52100,53000,51900,51900,18541624,-0.018903591682419618
2020-06-26,52800,53900,52200,53300,21575360,0.026974951830443183
2020-06-29,52500,53200,52000,52400,17776925,-0.016885553470919357
2020-06-30,53900,53900,52800,52800,21157172,0.007633587786259444
2020-07-01,53400,53600,52400,52600,16706143,-0.0037878787878787845
2020-07-02,52100,52900,52100,52900,14142583,0.005703422053231932
2020-07-03,53000,53600,52700,53600,11887868,0.013232514177693666
2020-07-06,54000,55000,53800,55000,19856623,0.026119402985074647
2020-07-07,55800,55900,53400,53400,30760032,-0.029090909090909056
2020-07-08,53600,53900,52900,53000,19664652,-0.0074906367041198685
2020-07-09,53200,53600,52800,52800,17054850,-0.0037735849056603765
2020-07-10,53100,53200,52300,52700,13714746,-0.0018939393939394478
2020-07-13,53300,53800,53100,53400,12240188,0.013282732447817747
2020-07-14,53700,53800,53200,53800,14269484,0.0074906367041198685
2020-07-15,54400,55000,54300,54700,24051450,0.016728624535315983
2020-07-16,54800,54800,53800,53800,16779127,-0.01645338208409508
2020-07-17,54200,54700,54100,54400,10096174,0.011152416356877248
2020-07-20,54800,54800,54000,54200,10507530,-0.003676470588235281
2020-07-21,55200,55400,54800,55300,18297260,0.02029520295202958
2020-07-22,55300,55500,54700,54700,12885057,-0.010849909584086825
2020-07-23,54700,54700,53800,54100,16214932,-0.010968921389396757
2020-07-24,54000,54400,53700,54200,10994535,0.001848428835489857
2020-07-27,54300,55700,54300,55600,21054421,0.02583025830258312
2020-07-28,57000,58800,56400,58600,48431566,0.05395683453237421
2020-07-29,60300,60400,58600,59000,36476611,0.006825938566553003
2020-07-30,59700,60100,59000,59000,19285354,0.0
2020-07-31,59500,59600,57700,57900,21943345,-0.01864406779661021
2020-08-03,57800,57900,56700,56800,21158940,-0.01899827288428324
2020-08-04,57200,58100,57000,57300,19419694,0.008802816901408494
2020-08-05,57300,57500,56300,56900,17739706,-0.006980802792321161
2020-08-06,57100,58400,57100,58000,21625874,0.019332161687170446
2020-08-07,57900,58400,57100,57500,18751717,-0.008620689655172376
2020-08-10,57600,58300,57500,57800,17774291,0.00521739130434784
2020-08-11,58000,59500,57800,58200,24907912,0.006920415224913601
2020-08-12,58200,59000,57700,59000,18573934,0.013745704467353903
2020-08-13,59400,59600,58000,58700,22089460,-0.005084745762711895
2020-08-14,58000,58400,57700,58000,15672548,-0.011925042589437829
2020-08-18,58900,59900,58000,58400,25307825,0.006896551724137945
2020-08-19,59000,59200,57800,57800,16930719,-0.010273972602739767
2020-08-20,57600,57600,55300,55400,30386029,-0.04152249134948094
2020-08-21,56200,56900,55800,55900,21142288,0.00902527075812265
2020-08-24,55800,56600,55400,56100,15055896,0.003577817531305927
2020-08-25,56400,56800,56100,56400,14021705,0.005347593582887722
2020-08-26,56400,56500,55700,56400,17651593,0.0
2020-08-27,56300,56300,55600,55600,16196568,-0.014184397163120588
2020-08-28,56100,56300,55400,55400,14619888,-0.003597122302158251
2020-08-31,56000,56100,54000,54000,32671367,-0.02527075812274371
2020-09-01,54100,54800,54100,54200,19363117,0.0037037037037037646
2020-09-02,54600,55100,54100,54400,16905723,0.0036900369003689537
2020-09-03,55600,56700,55500,56400,28384920,0.03676470588235303
2020-09-04,55200,55800,55100,55600,22139109,-0.014184397163120588
2020-09-07,56100,57300,55800,56500,18685880,0.01618705035971213
2020-09-08,57400,58700,57200,58700,31517520,0.038938053097345104
2020-09-09,58200,59300,57800,58400,30597399,-0.005110732538330498
2020-09-10,59900,60000,59100,59200,29923293,0.013698630136986356
2020-09-11,59300,59400,58200,59000,16017098,-0.0033783783783783994
2020-09-14,60200,60800,59900,60400,20648281,0.023728813559322104
2020-09-15,60900,61000,60500,61000,17877075,0.009933774834437026
2020-09-16,61100,61300,60600,61000,17041444,0.0
2020-09-17,60700,60800,59300,59500,25108356,-0.024590163934426257
2020-09-18,59800,59900,59100,59300,18884571,-0.003361344537815114
2020-09-21,59100,60000,59000,59200,15140387,-0.001686340640809414
2020-09-22,59100,59700,57800,58200,20830381,-0.016891891891891886
2020-09-23,58400,58800,57400,58600,20111398,0.0068728522336769515
2020-09-24,57700,58600,57600,57800,17564020,-0.013651877133105783
2020-09-25,57700,58200,57700,57900,11444683,0.0017301038062282892
2020-09-28,58300,58800,57900,58200,12614080,0.005181347150259086
2020-09-29,58300,59000,58200,58200,13538073,0.0
